,method_name,cache,content,create,encoding,error,global,identifier,none,object,parameter,standalone,subset,uri,user
32,insertedNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,insertedText,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,insertingNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,isKidOK,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,isNormalizeDocRequired,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,isValidQName,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,isXML11Version,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,isXMLName,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,isXMLVersionChanged,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,load,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,loadXML,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,modifiedAttrValue,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,modifiedCharacterData,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,modifyingCharacterData,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,normalizeDocument,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,removeChild,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,removeEventListener,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,removedAttrNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,removedNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,removingNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,renameNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,renamedAttrNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,renamedElement,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,replaceChild,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,replaceRenameElement,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,replacedCharacterData,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,replacedNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,replacedText,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,replacingData,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,replacingNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,saveXML,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,setAsync,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,setAttrNode,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,setMutationEvents,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,setVersion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,setXmlVersion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,undeferChildren,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,callUserDataHandlers,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,getUserData,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,getUserDataRecord,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,removeUserDataTable,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,setUserData,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,setUserDataTable,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,clearIdentifiers,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,getIdentifier,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,getIdentifiers,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,putIdentifier,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,removeIdentifier,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,createAttribute,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,createAttributeNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,createCDATASection,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,createComment,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,createDocumentFragment,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,createDocumentType,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,createElement,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,createElementDefinition,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,createElementNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,createEntity,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,createEntityReference,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,createNotation,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,createProcessingInstruction,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,createTextNode,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,freeNodeListCache,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,getNodeListCache,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,getBaseURI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,getDocumentURI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,setDocumentURI,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,getEncoding,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,getInputEncoding,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,getXmlEncoding,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,setEncoding,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,setInputEncoding,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,setXmlEncoding,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,getErrorChecking,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,getStrictErrorChecking,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,setErrorChecking,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,setStrictErrorChecking,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,getStandalone,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,getXmlStandalone,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,setStandalone,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,setXmlStandalone,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,getTextContent,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,setTextContent,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,readObject,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,writeObject,0,0,0,0,0,0,0,0,1,0,0,0,0,0
